url,company,reason,soft
Can't find listing page,shircliff commercial,soft_flag:can't find,True
Can't find listing page,sm real estate group,soft_flag:can't find,True
Can't find listing page,stacey international llc,soft_flag:can't find,True
Can't find listing page,the steven h. denn company,soft_flag:can't find,True
Can't find listing page,twin cities business alliance llc,soft_flag:can't find,True
Can't find listing page,venture opportunities llc,soft_flag:can't find,True
Can't find listing page,vic stecker,soft_flag:can't find,True
This site can’t be reached,victory group,soft_flag:this site can,True
Can't find listing page,we are intermediaries.,soft_flag:can't find,True
Can't find listing page,wiley and associates inc.,soft_flag:can't find,True
Can't find listing page,yuruany a munoz pa,soft_flag:can't find,True
Can't find listing page,certified business brokers of maine,soft_flag:can't find,True
Can't find listing page,northeast business advisors,soft_flag:can't find,True
Can't find listing page,wright business advisors,soft_flag:can't find,True
No listing page,cii advisors,soft_flag:no listing,True
https://www.bizbuysell.com/colorado-businesses-for-sale/,colorado business brokers,blocked_domain:bizbuysell.com,
No listing page,crosspointe capital,soft_flag:no listing,True
Can't find listing page,independent business advocate & intermediary,soft_flag:can't find,True
Can't find listing page,inix consulting and brokerage,soft_flag:can't find,True
Not a listing page,keystone advisors,soft_flag:not a listing,True
Not a listing page,"mike kelly & associates, inc.",soft_flag:not a listing,True
Not a listing page,revenue avenue,soft_flag:not a listing,True
No listing page,scheer partners,soft_flag:no listing,True
No listing page,sierra pacific partners,soft_flag:no listing,True
No listing page,terry eck,soft_flag:no listing,True
No listing page,the coloney group,soft_flag:no listing,True
No listing page,timio consulting,soft_flag:no listing,True
No listing page,transition360 business brokers,soft_flag:no listing,True
No listing page,trusted business transaction advisors,soft_flag:no listing,True
https://www.bizbuysell.com/business-broker/mark-voss/vossmossis-business-brokerage/36192/?utm_source=chatgpt.com,vossmossis business brokerage,blocked_domain:bizbuysell.com,
No listing page,"kelly business advisors, llc.",soft_flag:no listing,True
No listing page,markell & associates inc.,soft_flag:no listing,True
No listing page,blue ridge partners,soft_flag:no listing,True
No listing page,20/20 commercial group,soft_flag:no listing,True
No listing page,abbinante & co.,soft_flag:no listing,True
No listing page,abraxas business services,soft_flag:no listing,True
https://www.bizbuysell.com/brokerdirectory/Profile/ViewAllListings.aspx?J=b&I=422&s=Anthony%2bWayne%2bBusiness%2bExchange&k=anthonywayne.com,anthony wayne business exchange,blocked_domain:bizbuysell.com,
This site can’t be reached,berkowitz acquisitions,soft_flag:this site can,True
Can't find listing page,"bizready, inc.",soft_flag:can't find,True
Can't find listing page,black diamond capital advisory firm,soft_flag:can't find,True
Can't find listing page,"business bulldog, llc.",soft_flag:can't find,True
Can't find listing page,businesswise brokers & consultants,soft_flag:can't find,True
Can't find listing page,capital business services,soft_flag:can't find,True
Can't find listing page,capital partners funding llc,soft_flag:can't find,True
Can't find listing page,cm cahn ltd.,soft_flag:can't find,True
Can't find listing page,coastline business advisors,soft_flag:can't find,True
Can't find listing page,cobbleridge realty corp,soft_flag:can't find,True
Can't find listing page,compass capital advisors inc.,soft_flag:can't find,True
Can't find listing page,cornerstone business advisors,soft_flag:can't find,True
Can't find listing page,"costello capital management, llc",soft_flag:can't find,True
No listing page,custom business sales,soft_flag:no listing,True
No listing page,"dr. phone fix, inc.",soft_flag:no listing,True
No listing page,ehrenreich & associates llc,soft_flag:no listing,True
No listing page,ethos commercial advisors,soft_flag:no listing,True
This site can’t be reached,h & h properties and franchises llc,soft_flag:this site can,True
No listing page,healthcarema,soft_flag:no listing,True
No listing page,hsi commercial,soft_flag:no listing,True
No listing page,intercept management,soft_flag:no listing,True
No listing page,jt,soft_flag:no listing,True
Not a listing page,"just elementary, inc. commercial business brokers.",soft_flag:not a listing,True
No listing page,lakes business and commercial,soft_flag:no listing,True
No listing page,lokation real estate,soft_flag:no listing,True
No listing page,maven properties,soft_flag:no listing,True
No listing page,mid-atlantic business group,soft_flag:no listing,True
This site can’t be reached,morris williams realty,soft_flag:this site can,True
This site can’t provide a secure connection,my broker llc,soft_flag:this site can,True
No listing page,"national transaction advisors, inc.",soft_flag:no listing,True
http://bizbuysell.com/business-broker/ron-schwab/nor-cal-business-sales/26287/?bplt=20#bdProfileTabs,nor cal business sales,blocked_domain:bizbuysell.com,
Not a listing page,nw re brokers,soft_flag:not a listing,True
No listing page,pacifica business bokers,soft_flag:no listing,True
No listing page,"pellego, inc.",soft_flag:no listing,True
Not a listing page,pfeiffer,soft_flag:not a listing,True
Not a listing page,potomac network,soft_flag:not a listing,True
No listing page,"pragmagroup, llc.",soft_flag:no listing,True
No listing page,procision business brokers,soft_flag:no listing,True
No listing page,property team,soft_flag:no listing,True
Not a listing page,r. hanson corporation,soft_flag:not a listing,True
Can't find listing page,real estate places,soft_flag:can't find,True
https://www.bizbuysell.com/brokerdirectory/Profile/ViewAllListings.aspx?J=b&I=25805&s=Rivo%2bConsulting%2bGroup&k=www.rivogroup.com,rivo consulting group,blocked_domain:bizbuysell.com,
Not a listing page,rocky mountain business professionals,soft_flag:not a listing,True
Not a listing page,sothebys,soft_flag:not a listing,True
No listing page,summit realty solutions,soft_flag:no listing,True
No listing page,synesis advisors,soft_flag:no listing,True
Not a listing page,taguinodlawgroup,soft_flag:not a listing,True
No listing page,"tallwood company, llc",soft_flag:no listing,True
No listing page,the acquisition expert,soft_flag:no listing,True
Not a listing page,the k company realty llc,soft_flag:not a listing,True
No listing page,the wheatley group,soft_flag:no listing,True
No listing page,thielgroup llc.,soft_flag:no listing,True
No listing page,treasure valley business brokers,soft_flag:no listing,True
No listing page,"trinity transaction advisory, llc",soft_flag:no listing,True
No listing page,twp,soft_flag:no listing,True
https://www.bizbuysell.com/business-broker/thomas-r-milana-p-a/transworld-business-brokers-llc/25191/?bplt=10#bdProfileTabs,usvibb,blocked_domain:bizbuysell.com,
No listing page,"american business brokerage, inc.",soft_flag:no listing,True
Not a listing page,district 79-06,soft_flag:not a listing,True
Not a listing page,js business brokers,soft_flag:not a listing,True
Not a listing page,mba tampa bay,soft_flag:not a listing,True
No listing page,so-cal business brokers,soft_flag:no listing,True
No listing page,the midessa group,soft_flag:no listing,True
No listing page,voyage acquisitions,soft_flag:no listing,True
Not a listing page,innovatus group inc.,soft_flag:not a listing,True
No listing page,acquivest business brokers & exit planners,soft_flag:no listing,True
No listing page,arizona business sales advisors,soft_flag:no listing,True
Not a listing page,california business opportunities,soft_flag:not a listing,True
This site can’t be reached,cb sales,soft_flag:this site can,True
Not a listing page,courier brokers and insurance services llc,soft_flag:not a listing,True
Not a listing page,dan devlin,soft_flag:not a listing,True
https://www.bizbuysell.com/business-broker/kyle-dehaas/dehaas-consulting/24299/?bplt=10#bdProfileTabs,dehaas consulting,blocked_domain:bizbuysell.com,
No listing page,delta business advisors,soft_flag:no listing,True
No listing page,edison avenue,soft_flag:no listing,True
No listing page,kenneth kenevan cpa,soft_flag:no listing,True
No listing page,left coast business brokers,soft_flag:no listing,True
No listing page,opnroad,soft_flag:no listing,True
No listing page,syed brokerage & capital co.,soft_flag:no listing,True
No listing page,team global realty partners,soft_flag:no listing,True
No listing page,the hughes group inc.,soft_flag:no listing,True
No listing page,trident real estate solutions inc.,soft_flag:no listing,True
No listing page,venture group,soft_flag:no listing,True
No listing page,"aaag business brokers, inc",soft_flag:no listing,True
No listing page,"aberdeen advisors, inc.",soft_flag:no listing,True
No listing page,"acacia group, inc.",soft_flag:no listing,True
Not a listing page,action business coaching of se nc,soft_flag:not a listing,True
Can't find listing page,aries business group,soft_flag:can't find,True
No listing page,asset business solutions,soft_flag:no listing,True
No listing page,avalon partners,soft_flag:no listing,True
No listing page,axon & associates,soft_flag:no listing,True
No listing page,bar group associates ltd.,soft_flag:no listing,True
No listing page,"barr enterprises, llc",soft_flag:no listing,True
No listing page,boardroom brokers inc,soft_flag:no listing,True
This site can’t be reached,"braddock business brokers, llc",soft_flag:this site can,True
This site can’t be reached,"business venture group, inc.",soft_flag:this site can,True
No listing page,california etime solutions & liberty group of nevada,soft_flag:no listing,True
No listing page,chelsis financial,soft_flag:no listing,True
https://www.bizbuysell.com/brokerdirectory/profile/viewalllistings.aspx?J=b&I=25069&m_dmr=1,chv group llc,blocked_domain:bizbuysell.com,
No listing page,coldwell banker ellison realty,soft_flag:no listing,True
No listing page,colorado business advisors llc (dba fresh-start business brokers),soft_flag:no listing,True
Not a listing page,compass,soft_flag:not a listing,True
This site can’t be reached,crown business group,soft_flag:this site can,True
No listing page,"defoor business services, inc.",soft_flag:no listing,True
No listing page,demeter alpha advisors,soft_flag:no listing,True
No listing page,"discreet business brokers, inc.",soft_flag:no listing,True
No listing page,duke business advisors,soft_flag:no listing,True
Not a listing page,empire business solutions,soft_flag:not a listing,True
Not a listing page,falco sult,soft_flag:not a listing,True
No listing page,florida realty of miami,soft_flag:no listing,True
No listing page,forecast consulting,soft_flag:no listing,True
No listing page,gateway business sales,soft_flag:no listing,True
No listing page,gentry company,soft_flag:no listing,True
No listing page,"gt securities, inc.",soft_flag:no listing,True
Not a listing page,gunn consulting,soft_flag:not a listing,True
Not a listing page,hige consulting llc,soft_flag:not a listing,True
https://houseofrealty.com/idx/?url=https%3A%2F%2Flink.flexmls.com%2F1o96mftbu7a2%2C10,"house of realty, inc.",blocked_domain:flexmls.com,
No listing page,imatch franchise and global investments,soft_flag:no listing,True
No listing page,international mergers group,soft_flag:no listing,True
No listing page,kelly right real estate,soft_flag:no listing,True
No listing page,kreshmore group,soft_flag:no listing,True
No listing page,links financial real estate,soft_flag:no listing,True
No listing page,lucas walker business consulting llc,soft_flag:no listing,True
This site can’t be reached,"malouf international realty, inc.",soft_flag:this site can,True
This site can’t be reached,michael ballas,soft_flag:this site can,True
https://www.bizbuysell.com/business-broker/don-hudson/nadon-and-associates-llc/21266/,"muratore & associates, llc",blocked_domain:bizbuysell.com,
https://www.bizbuysell.com/business-broker/don-hudson/nadon-and-associates-llc/21266/,"nadon & associates, llc",blocked_domain:bizbuysell.com,
This site can’t be reached,"national business advisors, llc",soft_flag:this site can,True
No listing page,national business brokerage,soft_flag:no listing,True
No listing page,new england business sales,soft_flag:no listing,True
No listing page,nexus business brokers,soft_flag:no listing,True
No listing page,northeast business partners,soft_flag:no listing,True
No listing page,pacifica advisors,soft_flag:no listing,True
No listing page,page company,soft_flag:no listing,True
No listing page,"piedmont business, llc",soft_flag:no listing,True
This site can’t provide a secure connection,prbc,soft_flag:this site can,True
No listing page,quick and associates,soft_flag:no listing,True
No listing page,real estate in nevada,soft_flag:no listing,True
Not a listing page,real estate one,soft_flag:not a listing,True
Can't find listing page,remax connection,soft_flag:can't find,True
No listing page,restoration brokers of america,soft_flag:no listing,True
No listing page,sdr ventures,soft_flag:no listing,True
No listing page,stanton park capital,soft_flag:no listing,True
No listing page,thames management resources ltd,soft_flag:no listing,True
https://www.bizbuysell.com/business-broker/ashlee-fullwood/the-9941-group/37321/?utm_source=chatgpt.com,the 9941 group,blocked_domain:bizbuysell.com,
http://bizbuysell.com/business-broker/david-almoslino/the-almo-financial-group/20816/,the almo financial group,blocked_domain:bizbuysell.com,
https://www.bizbuysell.com/business-broker/leigh-apodaca/the-apodaca-group-at-compass/7225/,the apodaca group at compass,blocked_domain:bizbuysell.com,
https://www.bizbuysell.com/business-broker/andrew-drew-smith-mandami-cbi-mcbc-cbb/the-morton-group/1638/?utm_source=chatgpt.com,the morton group,blocked_domain:bizbuysell.com,
No listing page,the oconnor group,soft_flag:no listing,True
This site can’t be reached,"tomlinson and associates, llc",soft_flag:this site can,True
https://www.bizbuysell.com/business-broker/sam-thompson-cbi-mandami/transitions-in-business/23460/,transitions in business,blocked_domain:bizbuysell.com,
This site can’t be reached,triangle healthcare advisors,soft_flag:this site can,True
nan,turton commercial,empty_or_nan,
https://www.bizbuysell.com/business-broker/alan-pak/tycoon-business-inv-and-financing/565/,tycoon business inv. & financing,blocked_domain:bizbuysell.com,
https://bizmls.com/cgi-bin/a-bus2ff.asp?forsale=go,v.g. diaz & associates llc,blocked_domain:bizmls.com,
https://www.bizbuysell.com/business-broker/dean-lobrutto/valuecap/29621/,valuecap,blocked_domain:bizbuysell.com,
https://www.bizbuysell.com/business-broker/chuck-mondave/versant-business-advisors/9156/,versant business advisors,blocked_domain:bizbuysell.com,
"https://www.bizbuysell.com/business-broker/john-phillips/walden-businesses-inc/38350/

https://www.bizbuysell.com/business-broker/dean-mcdonald-cbi-mandami-cmandap/walden-businesses-inc/12353/

https://www.bizbuysell.com/business-broker/sara-burden/walden-businesses-inc/252/",walden businesses inc.,blocked_domain:bizbuysell.com,
No listing page,"kc business brokers, llc.",soft_flag:no listing,True
This site can’t be reached,"asset marketing brokers, inc.",soft_flag:this site can,True
No listing page,cta,soft_flag:no listing,True
No listing page,denver business brokers,soft_flag:no listing,True
No listing page,flatiron ventures inc,soft_flag:no listing,True
https://www.bizbuysell.com/business-broker/michael-abramowitz/masswell-capital/38236/,masswell capital,blocked_domain:bizbuysell.com,
https://www.bizbuysell.com/business-broker/matthew-caiazza/matthew-thomas-advisors/33768/,matthew thomas advisors,blocked_domain:bizbuysell.com,
https://bizmls.com/cgi-bin/a-bus2.asp?forsale=go,objectif usa,blocked_domain:bizmls.com,
No listing page,premier analytics inc,soft_flag:no listing,True
This site can’t be reached,southeast business exchange/ambulance deals stat,soft_flag:this site can,True
https://www.bizbuysell.com/business-broker/jim-shaub/tn-business-brokers-group-llc/32141/?utm_source=chatgpt.com,tnbusinessbrokers,blocked_domain:bizbuysell.com,
https://www.bizbuysell.com/business-broker/doug-sullivan/woodstone-associates-llc/29718/,woodstone associates llc,blocked_domain:bizbuysell.com,
No listing page,dan miller marketing group,soft_flag:no listing,True
Not a listing page,infotech,soft_flag:not a listing,True
Not a listing page,morgan one investments,soft_flag:not a listing,True
No listing page,tcummings marketing,soft_flag:no listing,True
Not a listing page,white marketing group,soft_flag:not a listing,True
No listing page,"abi business sales, m&a and valuations",soft_flag:no listing,True
https://www.bizbuysell.com/business-broker/pat-adams/acquisition-finders/6442/,acquisition finders,blocked_domain:bizbuysell.com,
https://www.bizbuysell.com/business-broker/pat-adams/acquisition-finders/6442/,advantedge advisors,blocked_domain:bizbuysell.com,
No listing page,allan taylor & co.,soft_flag:no listing,True
Not a listing page,"american star business brokers, llc",soft_flag:not a listing,True
Not a listing page,apex advisors,soft_flag:not a listing,True
Not a listing page,"armat international, inc./reacon realty",soft_flag:not a listing,True
Not a listing page,array business sales,soft_flag:not a listing,True
https://www.beardownbrokerage.com/ - Needs sign up,"bear down brokerage, inc.",soft_flag:needs sign,True
Not a listing page,bg advisory inc.,soft_flag:not a listing,True
This site can’t be reached,biz sellers,soft_flag:this site can,True
Not a listing page,black pagoda advisors,soft_flag:not a listing,True
This site can’t be reached,blue mountain equity,soft_flag:this site can,True
Not a listing page,"burley consulting, llc",soft_flag:not a listing,True
Not a listing page,business buyers university,soft_flag:not a listing,True
Not a listing page,business property advocates inc bda chuck tanko consultant,soft_flag:not a listing,True
No listing page,business resource associates,soft_flag:no listing,True
No listing page,cal laundry ventures,soft_flag:no listing,True
No listing page,capex biz brokers,soft_flag:no listing,True
Not a listing company but a page,carolina business brokers,soft_flag:not a listing,True
Not a listing page,cell phone repair - cpr,soft_flag:not a listing,True
This site can’t be reached,champions real estate services,soft_flag:this site can,True
Not a listing page,chartwell business advisors,soft_flag:not a listing,True
Not a listing page,childcare brokers,soft_flag:not a listing,True
This site can’t be reached,citizens business group,soft_flag:this site can,True
No listing page,"classical realty group, inc.",soft_flag:no listing,True
No listing page,commercial advantage real estate,soft_flag:no listing,True
No listing page,cornerstone business services,soft_flag:no listing,True
Not a listing page,"corporate consultants international, inc.",soft_flag:not a listing,True
This site can’t be reached,cr commercial realty inc,soft_flag:this site can,True
No listing page,dbg advisors,soft_flag:no listing,True
No listing page,dbm real estate group llc,soft_flag:no listing,True
No listing page,dogwood business brokers & advisors,soft_flag:no listing,True
No listing page,eagle partners llc,soft_flag:no listing,True
No listing page,easy span acquisitions,soft_flag:no listing,True
No listing page,elite business broker llc,soft_flag:no listing,True
This site can’t be reached,elite business brokers,soft_flag:this site can,True
No listing page,emsons realty ltd,soft_flag:no listing,True
No listing page,exclusive business broker | cabb,soft_flag:no listing,True
"https://www.bizbuysell.com/business-broker/keith-campbell/exodus-business-solutions-inc/9465/

https://www.bizbuysell.com/business-broker/aaron-dizon/exodus-business-solutions-inc/33244/","exodus business solutions, inc",blocked_domain:bizbuysell.com,
Not a listing page,fairfax realty select,soft_flag:not a listing,True
No listing page,first business resources inc.,soft_flag:no listing,True
Not a listing page,firstmerit bank,soft_flag:not a listing,True
No listing page,fl business sales | mergers & acquisitions,soft_flag:no listing,True
No listing page,"florida business acquisitions, co.",soft_flag:no listing,True
https://www.bizbuysell.com/business-broker/russell-logan/freeman-logan-manda-advisors/34848/,freeman-logan m&a advisors,blocked_domain:bizbuysell.com,
Not a listing page,frontier business acquisitions,soft_flag:not a listing,True
https://www.bizbuysell.com/business-broker/bradley-bickers/gbb-advisors/26370/,gbb advisors,blocked_domain:bizbuysell.com,
Not a listing page,golden state laundry systems in association with edge realty,soft_flag:not a listing,True
Not a listing page,guardian results,soft_flag:not a listing,True
Not a listing page,hcc real estate,soft_flag:not a listing,True
Not a listing page,hesch & shain,soft_flag:not a listing,True
No listing page,hnre business group,soft_flag:no listing,True
No listing page,hughes klaiber llc,soft_flag:no listing,True
Not a listing page,ia business advisors,soft_flag:not a listing,True
Not a listing page,ibb,soft_flag:not a listing,True
Not a listing page,"iowa business advisers, llc",soft_flag:not a listing,True
No listing page,iron wheel solutions,soft_flag:no listing,True
No listing page,jeff samuelson,soft_flag:no listing,True
Not a listing page,jeffryes company,soft_flag:not a listing,True
https://www.bizbuysell.com/business-broker/sal-acosta/landon-and-acosta/11532/?is_pseo=1,landon and acosta,blocked_domain:bizbuysell.com,
No listing page,marc riddle consulting,soft_flag:no listing,True
Not a listing page,"moon international, inc",soft_flag:not a listing,True
No listing page,"mt. vista capital, inc.",soft_flag:no listing,True
Not a listing page,nextstep business advisors,soft_flag:not a listing,True
Not a listing page,olympic real estate,soft_flag:not a listing,True
No listing page,"p.c. geffers, associates",soft_flag:no listing,True
Not a listing page,pacific hospitality real estate,soft_flag:not a listing,True
https://my.flexmls.com/jasonalonabaugh/search/idx_links/20170504184025023294000000/listings,pioneer realty group llp,blocked_domain:flexmls.com,
Not a listing page,premier laundry,soft_flag:not a listing,True
No listing page,ree commercial,soft_flag:no listing,True
No listing page,richard johnson broker llc,soft_flag:no listing,True
https://www.bizbuysell.com/brokerdirectory/Profile/ViewAllListings.aspx?J=b&I=2219&s=Ridge%2bHill%2bPartners%2c%2bInc.&k=www.ridgehillpartners.com,ridge hill partners inc.,blocked_domain:bizbuysell.com,
Not a listing page,ronald clarence jansen jr.,soft_flag:not a listing,True
No listing page,salazar group,soft_flag:no listing,True
No listing page,satterlee & associates inc.,soft_flag:no listing,True
No listing page,"stride ally business- a professionally licensed business sale, m&a",soft_flag:no listing,True
No listing page,summit marketing co.,soft_flag:no listing,True
No listing page,svp homecare,soft_flag:no listing,True
Not a listing page,tabcal llc,soft_flag:not a listing,True
No listing page,tadrous business brokers,soft_flag:no listing,True
Not a listing page,"the lafayette group, llc",soft_flag:not a listing,True
No listing page,transact capital partners,soft_flag:no listing,True
Not a listing page,umre group | exp commercial,soft_flag:not a listing,True
Not a listing page,union thunder inc,soft_flag:not a listing,True
Not a listing page,united business associates,soft_flag:not a listing,True
No listing page,westergard real estate,soft_flag:no listing,True
No listing page,wma health care partners,soft_flag:no listing,True
No listing page,re/max elevation,soft_flag:no listing,True
Not a listing page,anderson & anderson,soft_flag:not a listing,True
No listing page,drezner & drezner,soft_flag:no listing,True
Not a listing page,campbell & son,soft_flag:not a listing,True
Not a listing page,m. lewis & partners,soft_flag:not a listing,True
Not a listing page,the thompson group,soft_flag:not a listing,True
Not a listing page,apr group consulting inc,soft_flag:not a listing,True
Not a listing page,ross enterprises inc,soft_flag:not a listing,True
No listing page,west coast commercial llc,soft_flag:no listing,True
Not a listing page,fsp,soft_flag:not a listing,True
https://www.bizbuysell.com/business-broker/raymond-p-dowd/pnw-business-brokers-llc/38537/?#bdProfileTabs,"pnw business brokers, llc",blocked_domain:bizbuysell.com,
https://www.bizbuysell.com/business-broker/timothy-lopez/tim-lopez-group/39735/,tim lopez group,blocked_domain:bizbuysell.com,
No listing page,legacy mainstreet inc.,soft_flag:no listing,True
This site can’t be reached,vision biz group llc.,soft_flag:this site can,True
Not a listing page,success franchise advisors,soft_flag:not a listing,True
Not a listing page,the capital group,soft_flag:not a listing,True
Not a listing page,franchise advisors inc.,soft_flag:not a listing,True
This site can’t be reached,hannigan,soft_flag:this site can,True
This site can’t be reached,berger business brokerage,soft_flag:this site can,True
This site can’t be reached,city street,soft_flag:this site can,True
Not a listing page,keller williams,soft_flag:not a listing,True
Not a listing page,modern vision business brokers,soft_flag:not a listing,True
Not a listing page,brokers and associates,soft_flag:not a listing,True
Not a listing page,fifth avenue brokerage,soft_flag:not a listing,True
Not a listing page,"business marketing services, inc.",soft_flag:not a listing,True
Not a listing page,meridian group co.,soft_flag:not a listing,True
Not a listing page,sss brokerage,soft_flag:not a listing,True
Not a listing page,alabama business brokers,soft_flag:not a listing,True
https://www.bizbuysell.com/business-broker/matt-valantine/valantine-ventures/39719/,valantine ventures,blocked_domain:bizbuysell.com,
Not a listing page,confidential real estate,soft_flag:not a listing,True
No listing page,grandworth business brokers & intermediaries llc,soft_flag:no listing,True
No listing page,west texas acquisitions: an el paso business brokerage,soft_flag:no listing,True
Not a listing page,business team group,soft_flag:not a listing,True
Not a listing page,marathon business advisory services,soft_flag:not a listing,True
Not a listing page,lucas united,soft_flag:not a listing,True
Not a listing page,sfa advisors,soft_flag:not a listing,True
Not a listing page,the franklin group,soft_flag:not a listing,True
No listing page,bizbuzz business brokerage,soft_flag:no listing,True
No listing page,capstone m&a,soft_flag:no listing,True
Not a listing page,gibraltar,soft_flag:not a listing,True
No listing page,murad ali,soft_flag:no listing,True
Not a listing page,northstar mergers & acquisitions,soft_flag:not a listing,True
"https://palmoceanrealty.com/property-search

https://bizmls.com/cgi-bin/a-bus2ff.asp?forsale=go",palm ocean realty,blocked_domain:bizmls.com,
Not a listing page,sokol & associates,soft_flag:not a listing,True
No listing page,sterling business brokers,soft_flag:no listing,True
No listing page,tarter realty auction & appraisal,soft_flag:no listing,True
No listing page,jtn real estate inc.,soft_flag:no listing,True
No listing page,1522 advisors,soft_flag:no listing,True
Not a listing page,ameri-business,soft_flag:not a listing,True
This site can’t be reached,bechtel business advisors,soft_flag:this site can,True
Not a listing page,denali business advisors,soft_flag:not a listing,True
Not a listing page,helios,soft_flag:not a listing,True
Not a listing page,john hart real estate,soft_flag:not a listing,True
Not a listing page,ma crown group,soft_flag:not a listing,True
Not a listing page,merrell management group,soft_flag:not a listing,True
Not a listing page,ricardo herrera pa,soft_flag:not a listing,True
Not a listing page,santos realty,soft_flag:not a listing,True
Not a listing page,southwest realty group,soft_flag:not a listing,True
No listing page,the ellitan group,soft_flag:no listing,True
Not a listing page,valley spire,soft_flag:not a listing,True
No listing page,"yourbiz broker, llc",soft_flag:no listing,True
No listing page,action realty task,soft_flag:no listing,True
No listing page,the franway,soft_flag:no listing,True
This site can’t be reached,katrina klam group,soft_flag:this site can,True
Not a listing page,designed real estate,soft_flag:not a listing,True
Not a listing page,mike fuller realty & co.,soft_flag:not a listing,True
Not a listing page,mint bay area,soft_flag:not a listing,True
Not a listing page,"rcs consulting,inc",soft_flag:not a listing,True
Not a listing page,acres llc,soft_flag:not a listing,True
Not a listing page,avenue real estate partners,soft_flag:not a listing,True
No listing page,capital tactics,soft_flag:no listing,True
Not a listing page,cba,soft_flag:not a listing,True
No listing page,common-wealth business brokerage,soft_flag:no listing,True
Not a listing page,"franklin f. luke jr., pllc",soft_flag:not a listing,True
Not a listing page,handy,soft_flag:not a listing,True
Not a listing page,hmi business services,soft_flag:not a listing,True
No listing page,ignited business brokers,soft_flag:no listing,True
Not a listing page,k&k business brokers,soft_flag:not a listing,True
Not a listing page,miracle llc,soft_flag:not a listing,True
Not a listing page,offdeal,soft_flag:not a listing,True
Not a listing page,pottebam consulting llc,soft_flag:not a listing,True
Not a listing page,replus properties,soft_flag:not a listing,True
Not a listing page,trep advisors,soft_flag:not a listing,True
Not a listing page,tusk practice sales,soft_flag:not a listing,True
No listing page,arnold oh real estate,soft_flag:no listing,True
No listing page,horizon trek llc.,soft_flag:no listing,True
Not a listing page,acuity edge advisors,soft_flag:not a listing,True
Not a listing page,align corporate advisors,soft_flag:not a listing,True
No Listing page,axis business advisors,soft_flag:no listing,True
Not a listing page,business match enterprises,soft_flag:not a listing,True
No listing page,capstone consulting,soft_flag:no listing,True
Not a listing page,edge business advisors,soft_flag:not a listing,True
No listing page,"elev8 business advisors, llc",soft_flag:no listing,True
Not a listing page,excell b2b,soft_flag:not a listing,True
Not a listing page,god bless retirement,soft_flag:not a listing,True
https://www.bizbuysell.com/business-broker/kerdai-business-advisors/kerdai-business-advisors/41579/,kerdai business advisors,blocked_domain:bizbuysell.com,
Not a listing page,la home deals llc,soft_flag:not a listing,True
No listing page,lyonsgate realty california,soft_flag:no listing,True
Not a listing page,nexthome prime,soft_flag:not a listing,True
Not a listing page,now capital partners,soft_flag:not a listing,True
No listing page,pardus advisors,soft_flag:no listing,True
Not a listing page,s+p capital partners,soft_flag:not a listing,True
This site can’t be reached,shonik dhamija,soft_flag:this site can,True
No listing page,the lozen group,soft_flag:no listing,True
Not a listing page,"the woodward company, inc.",soft_flag:not a listing,True
No listing page,trustwave brokers,soft_flag:no listing,True
This site can’t be reached,"united country altaterra realty & auction, llc",soft_flag:this site can,True
No listing page,"rnj & associates, inc.",soft_flag:no listing,True
Not a listing page,kickstart my franchise,soft_flag:not a listing,True
This site can’t be reached,transatlantic real estate holdings,soft_flag:this site can,True
Not a listing page,vicstory,soft_flag:not a listing,True
Not a listing page,815 market share,soft_flag:not a listing,True
Not a listing page,appello nw real estate,soft_flag:not a listing,True
Not a listing page,bond,soft_flag:not a listing,True
Not a listing page,cbankston business brokerage,soft_flag:not a listing,True
Not a listing page,century 21 fort bragg realty,soft_flag:not a listing,True
No listing page,choice realty,soft_flag:no listing,True
Not a listing page,chris speed,soft_flag:not a listing,True
NO listing page,dimitri voncini pa,soft_flag:no listing,True
Not a listing page,dorado real estate,soft_flag:not a listing,True
Not a listing page,epique realty,soft_flag:not a listing,True
Not a listing page,fazza realty,soft_flag:not a listing,True
Not a listing page,franfinder inc,soft_flag:not a listing,True
No listing page,hs real estate associates inc.,soft_flag:no listing,True
Not a listing page,innovation tva,soft_flag:not a listing,True
Not a listing page,keller williams lubbock,soft_flag:not a listing,True
Not a listing page,"kruse acquisitions, llc",soft_flag:not a listing,True
Not a listing page,legacy real estate,soft_flag:not a listing,True
No listing page,mclaughlin business brokers,soft_flag:no listing,True
This site can’t be reached,mcp brokerage llc,soft_flag:this site can,True
Not a listing page,omni,soft_flag:not a listing,True
No listing page,powell real estate,soft_flag:no listing,True
Not a listing page,tavola group,soft_flag:not a listing,True
Not a listing page,the mcfarland group,soft_flag:not a listing,True
Not a listing page,thomas lang cpa broker,soft_flag:not a listing,True
No listing page,triad realty xperts,soft_flag:no listing,True
No listing page,tru agent real estate,soft_flag:no listing,True
No listing page,"wellington-windsor international, llc",soft_flag:no listing,True
No listing page,arx brokers,soft_flag:no listing,True
Not a listing page,evergreen business advisors,soft_flag:not a listing,True
Not a listing page,gress advisory llc,soft_flag:not a listing,True
Not a listing page,prime business advisor,soft_flag:not a listing,True
No listing page,rose brokers llc,soft_flag:no listing,True
No listing page,mavi unlimited,soft_flag:no listing,True
No listing page,agency professionals,soft_flag:no listing,True
No listing page,"alpha real estate of central florida, llc",soft_flag:no listing,True
