account,broker_name,company_name,listing_url
27749,marlene sundquist behlman,the torch team,https://thetorchteam.com/buy-a-business/
39923,andy kumar,united business brokers,https://ubbusa.com/city-neighborhood-street
34330,yorixela hurtado-gentile,bfs realty group inc,https://bfsglobalgroup.com/en/business-for-sale/
5506,jeffrey shelly,onesource business solutions llc,https://onesbs.com/businesses-for-sale/
2066,"jeffery e. merry, sr., mba, j.d.",the business house inc.,https://thebusinesshouseinc.com/businesses-for-sale/
39431,jason hubler,"ess business services, llc",https://ess-business.com/businesses-for-sale/
41630,michelle regner,business brokers of utah,https://businessbrokersofutah.com/businesses-for-sale/
692,"cris maragos, cbi, cbb, lifetime cbi",tm business brokers,https://tmbusinessbrokers.com/listings
14923,rebecca walker-jones,old inc business brokers,https://oldincsellsbusinesses.com/current-business-for-sale/
6612,gregory dicristina,"chase group business brokers, inc",https://chasegroup.us/listings/
36609,jason savedoff,filament business advisors,https://filamentbusinessadvisors.com/businesses-for-sale/
23523,fred beck,fred beck & associates llc,http://www.fredjbeck.com/business.html
34819,randy shurbet,isellrestaurantsandbars.com,https://www.isellrestaurantsandbars.com/listings
2983,"john vassiliades, designated managing broker",j. vassiliades & company,https://laundry-broker.myshopify.com/collections/coming-soon
28630,richard jackim,jackim woods & co.,https://www.jackimwoods.com/active-engagements/
20141,"curtis cochran ph.d., d.m., m.sc., mba, pbc",cochran consulting llc,https://www.ccochranconsulting.com/business-listings-1.html
40600,carolyn ryan,main ascent | business brokers & advisors,https://mainascent.com/businesses-for-sale/
24102,sam mozeb,access commercial & business brokers,https://accesscommercial.com/listings/for-sale/
5681,john oberg,allen & young business brokerage,https://www.allenandyoung.com/businesses-for-sale/
43664,tim petrou,"blue shark realty group, inc.",https://www.bluesharkrealty.com/business-listings/
2758,michelle webster,"business brokerage & finance, llc",http://bbfbrokers.com/all%20listings.html
41067,yazan ibrahim,first american brokers,https://firstamericanbrokers.com/listings
5347,gerry houlihan,houlihan business brokers inc.,https://houlihanbusinessbrokers.net/current-listings/
24723,tim dalton,integra business brokers,https://integrabrokers.com/businessesforsale/
17635,mike riccardi,m. riccardi agency inc.,https://riccardiagency.com/business/
20300,brian naab,naab consulting,https://www.naabconsulting.com/practices-for-sale/
41195,michelle jones,oregon restaurant realty,https://oregonrestaurantrealty.com/restaurant-listings-2/
5662,peter j. poulopoulos,realpoul realty,https://realpoul.com/businesses-for-sale/
35578,scott sogard,sogard properties,http://www.sogardproperties.com/restaurants.html
13721,"dana p. cole, cbi, cbb",sound business brokers of arizona,https://tucsonbusinessbroker.com/businesses-for-sale
34447,stillwell rx,stillwell rx,https://stillwellrx.com/listing/businesses-for-sale/
8337,valori mejia,desert business brokers,https://www.desertbusinessbrokers.com/index.php/listings
6259,robert mitchell,premium mergers & acquisitions,https://premiummergers.com/businesses-for-sale/
36662,joshua carnes,lion business advisors ltd.,https://lionbusinessbrokers.com/business-for-sale/
30076,steve ramsthel,steve ramsthel,https://sellmydeliveryroutes.com/buy-routes/
12500,arif sealey,sealey business brokers,https://www.sealeybb.com/routes-for-sale
22615,"jeff cbi, cm&ap",emerald coast business intermediaries,https://www.ecbrokers.com/listings-for-sale/
44420,international business & franchise advisors,ibf advisors,https://ibfadvisors.com/category/listings/
38807,johnnie shamoun,johnnie shamoun,https://sbboca.com/businesses-for-sale/
45939,russell kitzberger,kw commercial & business brokerage group seven hills realty,https://www.crebbgroup.com/business-brokerage-listings
2557,richard s. burgess,priority business acquisitions inc.,https://pbabroker.com/listings/
6472,michael greene,sam goldenberg & associates,https://samgoldenberg.com/business-listings/
17418,alex vantarakis,the vant group,https://www.thevantgroup.com/businesses-for-sale/
35339,"chris springfield, cbi, cm&aa, pmp","springfield strategies, llc",https://springfieldstrategies.com/businesses-for-sale
3177,cecil e. martin,access business advisors,https://accessbusinessadvisors.com/greenville-sc/view-all-listings/
27726,david enos,amd business brokers,https://amdbizbrokers.com/current-listings/
3758,daniel puciato,"atlantic business brokerage, inc.",https://www.atlanticbusinessbrokerage.com/listings/
23200,"dr.denis burke, dba mba",business broker world,https://www.businessbrokerworld.com/listings/
44921,david lane,david lane brokerage,https://burrtemkin.com/listings/
2750,davidson business investments,davidson business investments inc.,http://www.godbi.com/Business-for-sale.html
13988,kara gibson brzytwa,exit equity llc,https://exitequity.com/listing_status/current/
23998,hank beresin,"first street business brokers, llc",https://www.firststreetbusinessbrokers.com/opportunities/
819,joe howard,kingsley group business brokers,https://www.kingsleybrokers.com/current-listings
23929,charles papadopoulos,"papadopoulos properties, inc.",https://www.papadop.com/listings
40323,douglas shaw,peach state business brokers and advisors,https://peachstatebba.com/listings-2/
13191,daniel lannon rph,pharmacy consulting broker services,https://www.pharmacycbs.com/pharmacies-for-sale
942,primesite business brokers,primesite business brokers,https://primesitebusiness.com/listings/
31687,"michelle seiler tucker m&ami, csba, cbb",seiler tucker incorporated,https://seilertucker.com/buy-a-business/for-sale/
3190,scot cockroft,sigma mergers & acquisitions llc.,https://sigmamergers.com/businesses-for-sale/
21813,helena loelius,sitar realty company tcn worldwide,https://sitarcompany.com/listings/
20854,"orlando rivera, j.d.",aspira business brokers & advisors,https://aspirabrokers.com/listings-bbs/
42035,allen faradineh,pacific merger group,https://www.pacificmergergroup.com/business-for-sale-listings
19640,alexander neyman,sro164400,https://cabi.coloradobusinesses.com/california/pasadena/other-service-business-assets-for-sale/
24153,"brian s. mazar, mba, cbi",american fortune business sale-business broker services,https://www.fortunebta.com/businesses-for-sale/
6596,will ferguson,baltimore washington business brokerage,https://bwbrokerage.com/businesses-for-sale
37879,wilson archer,"business resource, llc",https://businessresource.com/businesses-for-sale/
34085,bill grunau,pacific business brokers,"https://www.pbsbrokers.com/businesses/?_sft_status=for-sale,escrow,in-contract"
44847,scott beaton,sellingrestaurants,https://sellingrestaurants.com/buy-a-restaurant.html
20604,jeff hofflander,advantage business brokers,https://advantagebusinessbrokers.com/businesses-for-sale/
17520,"tim cunha, j.d.",an evergreengold business broker,https://evergreengold.com/business-for-sale-listings/
48013,james mcgeehan,ensure capital,https://ensurebb.com/businesses-for-sale-georgia
46745,chris gordon,atlas business brokers,https://atlasbrokers.net/businesses-for-sale/
18255,dennis hansmann,american business acquisitions inc.,https://abausa.com/businesses-for-sale/
25682,"clint cm&ap, m&ami",bison business,https://bisonbusiness.com/marketplace/
2493,jorge couto,business exchange network,https://bizxnetwork.com/businesses-for-sale/
26680,adam armstrong,"capital route brokers, inc.",https://capitalroutesales.com/available-routes/
28691,shanna caravella,del lingco international business brokers,https://dellingco.com/businesses-for-sale/
34983,michael schnur,dirigo business group of maine,https://www.dirigobusinessgroup.com/listings
40833,andrew carney,endeavor business brokers,https://www.endeavorbusinessbrokers.com/buyers/businesses-for-sale/
23702,"randy hendershot, cbb",evolution advisors,https://evobizsales.com/businesses-for-sale/
17353,susan dang,excel laundry systems,https://www.bizben.com/sp/1667626
35059,pete castrichini,financial business brokers,https://www.massbizbrokers.com/businesses-for-sale.html
45118,adam marley,first choice business brokers kentucky,https://kentucky.fcbb.com/businesses-for-sale?sort=FeaturedLocalBusinesses&page=1
28821,david heinz,heinz business group,https://heinzbusinessgroup.com/listings/
33634,mark tzalka,https://expcommercial.com/,https://tsifranchisegroup.org/buy-a-business/
45296,grace thompson,linehaul solutions,https://www.linehaul.info/linehaul-runs-for-sale
12825,tyson vandervelde,nuvescor group,https://nuvescor.com/companies-for-sale/
32905,jeff chapman eisnaugle,business broker colorado,https://www.findbusinesssale.com/colorado-businesses-for-sale
43725,kevin murray,businesssellercenter.com,https://businesssellercenter.com/listings
19433,"joel f. duran, cm&aa, m&ami, cm&ap, cepa, cmsbb",duran advisors,https://duranadvisors.com/buying/businesses-for-sale/
35138,chris holzgraf,premier route consulting,https://sellmyroutes.com/interested-in-buying-fedex-routes
35358,joan loch,resource business brokerage,https://rbbnc.com/current-listings/
32164,john & eileen prudhont,"the business brokers, llc. in nv. & the business brokers, inc. in ca",https://www.thebusinessbrokersllc.com/business
11848,bud martin,"william martin & company, inc.",https://mandaconnect.com/companies-for-sale
40897,"gerard iii cbi, m&ami, cmap, bca mba/jd",shark team brokered by lpt realty,https://sharkteamflorida.com/businesses-for-sale/
7594,aaron muller,advantage commercial brokers,https://www.acbrokersinc.com/bussop-buybus.php
19192,central coast business brokers,central coast business brokers,https://ccbusinessbrokers.com/#9ef228c4-c4c1-4467-947c-47183abfa36a
42573,ben leonard,ecom brokers,https://www.ecombrokers.co.uk/all-listings
31335,john ovrom,exit consulting group,https://exitconsultinggroup.com/listings/
38492,christian alavi,green bridge advisors,https://greenbridgebrokers.com/listings/
22863,chris gerard,intermountain business brokers llc,https://intermountainbusinessbrokers.com/businesses-for-sale-2
16217,mia caetano johnson,johnson commercial properties; northeast campground brokers,https://necampgroundbrokers.com/listings/
4062,david hopper,kentuckybusinessbroker.com and tennessee,https://kentuckybusinessbroker.com/businesses-for-sale/
39323,dave britton,lobo business sales llc,https://lobobusinesssales.com/welcome
46051,dale chapman,the county guys real estate group,https://thecountyguys.com/listings/
40705,"tina zeng, mba, chinese speaking",zeal business brokers,https://zealbusinessbrokers.com/business-for-sale/
28203,erik wiese,wiese & associates,https://ewiese.com/listings2/
16037,jim aiello,aiello business brokers inc.,https://www.aiellobrokers.com/pcategory/businesses-for-sale/
41597,andrew mccrady,crest realty,https://crestrealtyutah.com/category/business-sale/
45488,chuck webber,cummins-setters commercial partners llc,https://cscpok.com/#our-listings
1330,elias e. ladon,"enterprise development resources, inc.",https://enterprisedr.com/for-sale
42292,lamar rutherford,excellens solutions,https://www.excellenssolutions.com/business-listings
17144,eric feldman,feldman brokerage and consulting,https://feldmanbrokerage.com/buy-a-laundromat.html
42704,jason sanders,first midwest advisors,https://firstmidwestadvisors.com/businesses-for-sale/
26351,shane massey,fitness club business broker,https://fitnessclubbusinessbroker.com/club-listings/
38329,david meier,meier business brokers llc,http://meierbusinessbrokers.com/cgi-bin/a-bus2ff.asp?forsale=go
39259,aaron kricher,"michigan business advisors, llc",https://mibusinessadvisors.com/current-listings/
42094,mike saedlo,mike saedlo,https://www.svbusinessbroker.com/business-listing/
35924,luke sawyer,millenia partners,https://millenia-partners.com/listings
25798,rod johnston,omni practice group,https://omni-pg.com/practices-for-sale/
45195,roschard paticchio-stein,penthouse advisors inc,https://penthouseadvisors.com/restaurants-for-sale-los-angeles-county/
3319,matt wochele,"preferred business brokers, inc.",https://preferredbrokers.com/listings/
39857,jerry pape,rba,https://www.resultsba.com/omaha-business-listings/?statuses=ACTIVE
43257,james shin,sk realty,https://businessforsaleinsandiego.com/businesses-for-sale#SearchAvailableBusinesses?sort=FeaturedLocalBusinesses&page=1
42418,david kendall,svn marinas,https://svnmarinas.com/marina-listings/
28328,jeff manera,tc business brokers,https://tcbusinessbrokers.com/featured-listings/
15141,michael norman,the cba group,https://thecbagroup.com/businesses-for-sale/
22288,"kwang chul ""kc"" whang",the w group commercial real estate,http://www.wgroupcommercial.com/18212.html
26631,david keene,united medcare capital,https://www.unitedmedcarecapital.com/home-health-agencies-for-sale/
23288,diana espino,xl business brokers llc,https://www.xlbusinessbrokers.com/buy-a-business/
45146,dominic serra,aria business advisors,https://aria.net/listings/
38405,michael korizno,atlantic business alliance,https://www.atlanticbizalliance.com/listings.html
16310,lauren drummond dale,coastal consultants llc,https://www.coastalconsult.org/businesses-for-sale/
793,lawrence moore,"gai: gibson and associates, inc.",https://gai.services/businesses-for-sale/
4989,tima bella baychorova,integrity business brokers,https://www.ibbfl.com/business-search/
13948,bill sivell,liberty business brokers of ontario,https://libertybusinessbrokersofontario.com/listings/
34799,brad ruth,glba business advisors brokered by exp commercial,https://glbainc.com/businesses-for-sale/
30904,paul evans,beehive buisness brokers,https://beehivebusinessbrokers.com/search/
31960,bill blau,"bill blau re &amp; business broker, inc",https://billblau.com/listings/
41334,seth r. blackburn,bridgeworth & associates,https://www.bridgeworthandassociates.com/buy-business#Businessesforsale
12492,stewart nance,cantrell-griffin business brokers,https://www.arkansasbusinessbrokers.com/business-listings
2308,marc williams,charleston business brokers,https://www.charlestonbusinessbrokers.com/businesses-for-sale/
33759,robin l. brower,coldwell banker commercial sfoc - cle,https://www.cbccle.com/our-ohio-listings
13794,ben sutterlin,corporate equity/ empire business,https://www.businessbrokerclevelandoh.com/businesses-currently-for-sale-cleveland-oh
16644,tony torella,excelsior business group llc,https://www.excelsiorbusinessgroup.com/business-for-sale.asp
39939,gil tatarsky,first choice business broker hudson valley,https://businessforsaleinhudsonvalley.com/businesses-for-sale?sort=FeaturedLocalBusinesses&page=1
44259,michael faust,first choice business brokers van nuys,https://vannuys.fcbb.com/businesses-for-sale
25487,jay shrewder,global business brokers llc,https://www.globalbizbkrs.com/businesses-for-sale
8730,frank fitzsimmons,pensacola business brokers,https://pensacolabusinessbrokers.com/business-for-sale-in-pensacola/
6463,roy mita,plymouth financial group,https://www.plymouthfinancialgroup.com/current-listings/
42740,kenny liu,realest group,https://realestgroup.com/active-business-listings
12494,joe marley,signature business group inc.,https://www.signaturebusinessgroup.com/businesses-for-sale/
12853,"brenda bernhard, cbb",strong business advisors,https://brendathebroker.com/businesscategory/businesses-for-sale
27054,doug barrett,transition business brokers,https://thetransitiongroup.biz/businesses-for-sale/
6569,tim overman,"watson commercial realty, inc.",https://watsoncommercial.com/business-for-sale
35275,john sosville,platform brokerage,https://platformbrokerage.com/businesses-for-sale/
26764,david a. richman,"richman business brokerage & insurance, llc",https://richmanbusiness.com/businesses-for-sale
46023,jeff hennessey,"the jennessey group, llc",https://www.jennessey.com/businesses-for-sale
45433,marty fahncke,"westbound road, llc",https://www.westboundroad.com/available-for-acquisition.html
40807,brad reeder,belize business brokers & advisors,https://belizebusinessbroker.com/buy-a-business/
46191,asim hirani,biz brothers llc,https://www.bizbrothers.net/listings
40437,jonathan barak,capital business solutions,https://capitalbbw.com/buy-a-business/business-opportunities-for-sale/
36467,george (marty) bombenger,emerald coast restaurant brokers & consultants,https://ecrestaurantbrokers.com/businesses-for-sale/
44220,michael nunnery,global business brokers & valuations inc,https://www.gbbvinc.com/businessesforsale
1748,dan replogle,midwest business brokers inc.,https://www.midwest-brokers.com/businesses-sale-listings/
39585,justin svetnicka,new mexico business brokers,https://www.newmexicobusinessbrokers.com/listings
27926,justin farmer,"private practice transitions, inc.",https://privatepracticetransitions.com/listings/
35577,michael ramatowski,"rambizgroup, llc",https://www.rambizgroup.com/how-to-buy-a-business-listings/
4180,nathan hughes,sperity real estate ventures,https://sperityventures.com/listings/
570,robert hedges,the robert hedges company,https://www.trhc.biz/listings.shtml?statuses=ACTIVE
21331,shaji george,trend atlanta realty,https://www.trendatlanta.com/3/Trend-Listings
34948,malcom hay,tri-county business brokers,https://tworld.ie/locations/tricounty/buy-a-business/active-business-listings/?s=submit&country=United%20States&state=New%20Jersey
19193,phil host,truforte business group,https://trufortebusinessgroup.com/florida-business-for-sale/
23273,john preston,wellstone group llc,https://wellstonegroup.net/business-search/
40379,arlene c. guerrero,xcllusive business sales,https://xcllusivebusinessbrokers.com/business-for-sale/
14450,anthony visconto,ajv consulting group,https://www.ajvconsultinggroup.com/for-sale
2606,keith lehmann,american business and commercial brokerage,https://bbms.biz/cgi-bin/a-bus2.asp?forsale=go
19639,joshua lindsey,american business brokers,https://americanbizbrokers.com/business-listings
43641,"rhett kniep, m&ami, cm&ap, cbi, cepa",centurion 7 business advisors,https://centurion7.com/business-opportunities/
42829,jeffrey jump,jump international business brokers,https://jumpinternationalbusinessbrokers.com/businesses-for-sale/
45873,lutz lehmann,magnus business group,https://magnusbusinessgroup.com/listings/
28216,dave cozzocrea,southeast business advisors,https://southeastbusinessadvisors.com/businesses-for-sale/
14959,ron stumpf,stumpf and company,https://www.stumpfandcompany.com/listings/
43119,brandy rumph,ameri-business brokers,https://ameri-business.com/businesses-for-sale/
45688,chase busenbark,first choice southeast,https://southeastmo.fcbb.com/businesses-for-sale?sort=FeaturedLocalBusinesses&page=1
25984,nikolai safonov,florida buy and sell,https://blog.invmagportal.com/en-businesses-for-sale
43001,james montesantos,joseph james business advisors,https://josephjamesba.com/listings/
26356,andrew rosenthal,lighthouse business brokers,https://lighthousebusinessbrokers.com/buy/
9596,jim magrogan,"macor associates, inc.",https://macorassociates.com/listings.php
37720,steve mueller,midway business brokerage,https://midwaybb.com/listings/
4493,richard veale,profiles international realty,https://www.profilesrealty.com/106/Business-Search
8016,nicholas orlov,"the orlov company, inc.",https://www.orlovcompany.com/Business-Listings.aspx
1285,michael lefkowitz,benjamin ross group,https://www.benjaminrossgroup.com/businesses-for-sale
45130,chelsea brown,the social's business,https://thesocialsbusiness.com/pages/businesses-for-sale
42785,"ryan hemmert, mba cpa",washington business brokers llc,https://wabusinessbrokers.com/businesses-for-sale/
43973,robert tucker,abilene acquisitions and valuation,https://abileneacquisitions.com/#bizlisting
43278,gus jadoun,ace realty group,https://acerealty.biz/listings/
24514,"thomas mcgovern, mba, cva",advantage brokerage,https://www.advantagebrokerage.com/businesses-for-sale/
1037,all trades global,all trades global,https://alltradesglobal.com/businesses-for-sale/
36650,mark gore,"american business investors, inc.",https://abi-broker.com/indianapolis-businesses-for-sale/
39232,dale johnston,ascend business services,https://www.ascendadvisors.us/about-us/business-sale-listings/
15123,autocenter sales,"autocenter sales, inc.",https://autocenter-sales.com/current-listings/
44372,drew whelchel,"azul advisory, llc",https://azul-advisory.com/listings/
1087,c.j. (charlie) vlahos,blanket real estate,https://blanketre.com/listings/
31099,tj bunday - broker & franchise resales,"brooks pointe, corporation",https://brookspointe.com/our-listings/
3412,ginger dean,business acquisition & merger associates,https://www.buysellyourbusiness.com/current-engagements/buy-side
23801,john olness,business broker guru,https://bizbrokerguru.com/search-listings/
42601,"dick obendorf ma, ojt",bxb business brokers,https://bxbbrokers.com/home/listings/
42770,stocker travis,dbi business advisors,https://www.dbi-businessadvisors.com/businesses/
11134,elite business investments corp.,elite business investments corp.,https://elite-biz.com/laundromats-for-sale/
39499,kevin robertson,first choice business brokers denver,https://businessforsaleindenver.com/businesses-for-sale
35151,george giles,"intemedior business advisors, llc",https://intemedior.com/our-business-listings/
5248,bob langner,langner management,https://langnermanagement.com/businesses-for-sale/
26152,frank p. d'annunzio,laundry brokers,https://www.lbrokers.com/coin-laundry-stores-for-sale/new-stores-for-sale
18399,josh saunders,maine business brokers,https://www.mainebusinessbrokers.com/businesses-for-sale
3635,wendell brandt,marketpoint advisors,https://www.marketpointadvisors.com/businesses-for-sale/
39270,john marsh,marsh creek advisors,https://www.mcreek.com/businesses-for-sale/
33224,minnesota resort sales,minnesota resort sales,https://www.mnresortsalesnorth.com/index.php#listings
12995,arthur williams,morgan & westfield,https://morganandwestfield.com/buy/businesses-for-sale/
34748,craig nedrow,nedrow business advisors,https://nedrowba.com/nba-current-listings/
24956,daren henson,patriot mergers & acquisitions,https://patriotmanda.com/businesses-for-sale/
42299,gus otaki,petroleum realty,https://www.petroleumrealty.net/listings.html
1956,"premier sales, inc. diane t. thomas pllc, d.b.",premier sales,https://www.premiersalesaz.com/businesses_for_sale.php
32682,brad ellison,pro asset advisors,https://www.proassetadvisors.com/listings
44902,stuart schlosser,sellingrestaurants.com.,https://www.sellingrestaurants.com/restaurant-type/for-sale
42245,mark travis,"skylight intermediaries, llc.",https://skylightintermediaries.com/SI/ip-offerings-2/
4655,sun acquisitions,sun acquisitions,https://sunacquisitions.com/featured-business-listings/
1685,donald barrick,the baf group llc,https://bafgroup.com/listings.html
6767,james d. (jim) orum,the lone star consultancy,https://thelonestarconsultancy.com/businesses-for-sale/
44033,carl schweiger,trilogy realty specialists,https://www.trilogyrs.com/businesses-for-sale
3304,bradley g. marlor,utah business consultants,https://ubcutah.com/business-listings/?_filters=available%2Csold
13890,michael chapman,"business transitions, llc",https://www.buythrivesell.com/bt_op.html
44198,ryan parshall,exit mergers & acquisitions,https://www.exitmergers.com/our-listings
33341,ken galecki,exit360 business brokers,https://www.exit360brokers.com/portfolio
38297,dana jennings,leading edge business brokers,https://www.leadingedgebrokers.com/businesses-for-sale/
45933,joshua powers,loyalty business brokers,https://loyaltybusinessbrokers.com/all-listings/
37407,bob crandall,"bc business brokers, inc.",https://bcbusinessbroker.ca/businesses-for-sale/
22813,clara mair,cm commercial real estate inc,https://www.cmcommercialinc.com/listings
31969,wayne elam,commercial realty solutions,https://crs-mn.com/businesses/
25148,noel ezekiel,ezekiel & associates inc.,https://www.ezekielinc.com/purchase2.htm
7977,g3 brokers,g3 brokers llc,https://www.g3brokers.com/our-listings
33066,carey manders,glass city partners,http://www.glasscitypartners.com/available-listings.html
17417,tom caltrider,hawaii business sales,https://www.hawaiibusinesssales.com/portfolio
110,bruce raw - will ogrady - mike russo,"hilton head business brokers, inc",https://hhbusinessbroker.com/current-business-offerings.html
40769,bill bromley,ibb-investment business brokerage,https://ibbdallas.com/businesses-for-sale/
20010,doug neufeld,neufeld business brokers,https://gottesman-company.com/opportunities/grid/
28697,jethro hopkins,no coast business advisors llc,http://nocoastbusinessadvisors.com/search-results/?#bbcrm-listings-searchresults
40958,jeffrey weiner,page olson,https://048a144.netsolhost.com/business-listings/
36380,"gregg kunz, cbi, m&ami",rocky mountian business advisors,https://rockymountainba.com/buy-a-business/
45721,kyle robeson,accel exit advisors,https://accelexit.com/listings/
3334,vince basso,"basso associates, llc",http://www.bassoassociates.com/listings.htm
3991,robert howells,business brokers of san antonio,https://bbofsa.com/business-listing/
14268,r. everett roff,california business exchange,https://www.calbizx.com/businessesforsale
26674,mark knopic,carolina business alliance,https://carolinabusinessalliance.com/for-sale/
26460,ken johnson,coast business brokerage,https://coastbusinessbrokerage.com/businesses-for-sale/
998,"lawrence (larry) schumann, cbi",corporate investment,https://corpinvest.com/austin-tx-businesses-for-sale/
14240,andrew cross,cross northwest inc.,https://crossnw.com/businesses-for-sale/
6367,julie williams,dawson commercial brokers,https://dawsoncommercialbrokers.com/property/for-sale/business/
16839,george varughese,dfw business consultants,https://www.dfwbc.com/listing.php
8962,satwant singh,"doaba brokers, llc",https://www.doababrokers.com/listings
45319,mike fisher,fisher business brokers,https://www.fishergroup.co/businesslistings
17385,peter harris,florida international realty group inc,https://bbfmls.com/businesses-for-sale/
19272,alan steinberg,"gulfstream realty services, inc",http://gulfstreamrealty.biz/cgi-bin/a-bus2ff.asp?forsale=go
8231,peter robinson,hudson robinson business brokerage,https://www.hudsonrobinson.com/business-search
1121,"david ccim, cbb",kellenberger & associates,https://biz2buy.net/business-listings-1
19453,ricardo quintero,makro investment (brokerbusiness.biz),https://brokerbusiness.biz/
3175,terry doyle,metro business brokers inc.,https://metrocbb.com/listings
17581,"mike lohbeck, cbi","mgl business solutions, llc.",https://mglbusinesssolutions.com/businesses-for-sale/
18984,"jeffery baxter, m&ami, cbi, cm&ap",midstreet mergers & acquisitions,https://www.midstreet.com/businesses-for-sale
16760,jb mason,okeeffe & omalley inc.,https://www.ok-om.com/businesses-for-sale/
43262,azker cader,omnium mergers and aquisitions,https://omniumbusiness.com/for-sale/
15318,teija heikkila,"pet vet m&a, sales & advisory",https://www.petvetsales.com/listings/
41274,jason brown,pgp advisory,https://www.pgpadvisory.com/businesses-for-sale/
43152,rick piper,"piper group international, llc",http://www.pgillc.com/index.php/currentofferings
1072,daniel p. haggerty,pmj group llc,https://pmjmergers.com/category/business-listings/
16424,todd moore,premier business opportunities,https://www.premierbizgroup.com/buy
32630,chris forrest,robbinex,https://www.robbinex.com/buying-a-business/
873,fred m. mehring,"select business group, inc.",https://selectbg.com/listings/
46004,benjamin bogan,stoneridge partners,https://www.stoneridgepartners.com/search-listings-2/?q=
516,james a. eshleman,strategic endeavors llc,https://www.strategicendeavors.com/businesses-for-sale.php
29261,gil sanchez,"tempus business strategists, llc",https://www.tempusbusiness.com/search-businesses-for-sale/search-florida-business-for-sale/
2199,"william a. doyle, esq.",the bridlebrook group,https://www.bridlebrookgroup.com/buy-a-business/
41964,beat stauble,"the ventura group of florida, inc.",https://venturaflorida.com/businesses-for-sale/
42525,gordie gerbrandt,tim lamb group,https://timlambgroup.com/dealerships-for-sale
3889,"richard schammel, cbb",venture advisors business sales & acquisitions,https://ventureadvisors.net/businesses-for-sale
42935,eric suh,"young star realty, llc",https://www.youngstarrealty.com/idx/listings/businesses/
8491,john zoellner,zoellner garten & company,https://www.zoellnergarten.com/businesses-for-sale/
37598,jeff balch,crestone business group,https://www.crestonebusinessgroup.com/#listings
23557,clarence griggs,griggs business brokers,https://www.griggsbusinessbrokers.com/featured-listings/
27354,james tiffin,"turning point advisors, llc",https://turningpointadvisorsllc.com/businesses-for-sale/
3885,h.l. bud werner,golden gate business advisors,https://www.ggbusinessadvisors.com/current-listings/
40749,bruno barnagaud,shoreast realty,https://shoreastbusiness.com/our-listings/
144,buddy carp,"squizzero, carp & associates",https://www.squizzero.com/businesses-for-sale/
38519,tom smith,transaction advisors,https://www.transactionadvisors.co/business-for-sale/
6953,mani singh,tnw business brokers,https://tnwbusinessbrokers.com/listings
39556,carrie duvall,1st & main partners,https://www.isellyour.biz/copy-of-featured-listings
44250,georg von greiff,abalaris business ventures,https://abalventures.com/search-business-for-sale/
23654,"richard roberts, cbi/abi/sva",aegis business brokers,https://aegisbusinessbrokers.com/businesses-for-sale.htm
24103,david didion,american gym trader,https://americangymtrader.com/#sb
76,jim beggs,"becker & beggs, ltd.",http://www.beckerbeggs.com/businesses-for-sale/
4150,marcia r. conley,bib group,https://bibgroup.net/buy/
1508,matt coyne,brandywine mergers & acquisitions,https://www.bma1.com/business-listing/
46069,mordecai evans,"business acquisition advisors, llc.",https://baallc.biz/business-listings/
15729,heather krebs 801-201-6866,business sales group,https://www.bsalesgroup.com/mergers-and-acquisitions-businesses-for-sale
25143,david kueker,business transfer specialists,https://www.biztsfr.com/listings
39886,wes brown,california business sales,https://californiabizsales.com/businesses-for-sale/
2524,jennifer sokol,"cole & company, inc.",https://colepartners.net/businesses-for-sale/
14369,fred grimm,"commercial & industrial consultants, inc.",https://commercialindustrialconsultants.com/business-listings
25663,lauren zenk,cornerstone business partners,https://www.cornerstonebusinesspartners.com/business-for-sale
43344,christopher goebel,crossroads advisers,https://crossroadsadvisers.com/brokerage/#business-for-sale
28259,leonard seiple,dallas business realty,https://dallasbusinessrealty.com/wp/current-listings/
43733,michael touey,franprise advisors,https://franpriseadvisors.com/businesses-for-sale/
41617,james walter,ja walter inc,https://www.jawalter.com/businesses-for-sale/
41225,carl bosse,maveno advisors,https://mavenoadvisors.com/businesses-for-sale/
46187,todd hutchinson,mdr & associates,https://mdrma.com/companies-for-sale/
20349,david greene,medical practice brokers llc,https://practicebrokers.com/practices-for-sale/
43041,michael mcgrath,mgm homecare,https://homecarebuysell.com/opportunities/
37857,nick fares,neo business advisors,https://neobusinessadvisors.com/businesses-for-sale/
37087,gary burden,ohio valley business advisors,https://ovballc.com/businesses-for-sale/
947,mark montag,petroleum marketers service inc.,https://petromark.biz/businesses-for-sale/
27702,andrew rogerson,rogerson business services,https://www.rogersonbusinessservices.com/services/buying-your-business/business-for-sale/
2890,karl grasemann,"the grasemann group, ltd.",https://www.grasemanngroup.com/listings-businesses-for-sale
37377,van daughtry,"van daughtry consulting, llc",https://www.vdconsulting.com/business-listings/
19567,matthew cohen,west coast business brokers,https://westcoastbusinessbrokers.com/listings/
42793,norman pearce,cal business advisors,https://www.californiabusinessadvisors.com/listings
45733,natalie kessler,first choice business brokers of nw florida,https://panamacitybeach.fcbb.com/businesses-for-sale?sort=FeaturedLocalBusinesses&page=1
16500,don blouch,landmark commercial ltd,https://www.landmark-commercial.com/business_for_sale.html
27136,joseph shemansky mcbi m&ami cm&ap,we sell construction businesses,https://wesellconstructionbusinesses.com/buy/active-listing
46620,bethany maclean,"cynergy consulting services, inc.",https://cynergycsi.com/medical-practices-for-sale/
